Rank,Name,Symbol,marketcap,price (USD),country,page numbers,Report link,sector,industry
1653,Poulaillon,ALPOU.PA,36861937,7.21211,France,,,,
1654,genOway,ALGEN.PA,36325853,2.94396,France,,,,
1655,Hydrogen-Refueling-Solutions,ALHRS.PA,35873420,1.79712,France,,,,
1656,Elbstein AG,EBS.HM,35824073,1.19414,Germany,,,,
1657,Graines Voltz,GRVO.PA,35702798,24.1192,France,,,,
1658,Mural Oncology,MURA,35382752,2.04,Ireland,,,,
1659,Natuzzi,NTZ,34806164,3.16,Italy,,,,
1661,DATRON AG,DAR.DE,34166298,8.63088,Germany,,,,
1662,Varengold Bank AG,VG8.DE,33822668,3.36779,Germany,,,,
1663,Halloren Schokoladenfabrik,H2RB.HM,33534676,5.6751,Germany,,,,
1664,Hunyvers,ALHUN.PA,33224690,8.60724,France,,,,
1665,Delignit AG,DLX.DE,33180552,3.23954,Germany,,,,
1666,Pyxis Tankers,PXS,33135338,3.16,Greece,,,,
1667,Softing AG,SYT.DE,33094096,3.33412,Germany,,,,
1668,Lilium,LILM,32897334,0.052,Germany,,,,
1670,Warimpex Finanz- und Beteiligungs AG,WXF.VI,31268440,0.600615,Austria,,,,
1671,Neonode,NEON,30544918,1.82,Sweden,,,,
1672,Netgem,ALNTG.PA,29674725,0.886734,France,,,,
1673,Pyramid AG,M3B.DE,29581065,1.28235,Germany,,,,
1674,Wolftank-Adisa Holding,WOLF.VI,29349459,5.55687,Austria,,,,
1675,INTERSHOP Communications,ISHA.DE,29136993,1.53701,Germany,,,,
1676,YOC AG,YOC.DE,28771994,8.27619,Germany,,,,
1677,PAL Next AG,PAL.DE,28744765,1.1232,Germany,,,,
1678,SW Umwelttechnik Stoiser &amp; Wolschner AG,SWUT.VI,27810833,38.3069,Austria,,,,
1679,Nebelhornbahn-Aktiengesellschaft,NHB0.MU,27174273,20.0993,Germany,,,,
1680,Wedia SA,ALWED.PA,27123623,31.7526,France,,,,
1681,BoomBit,BBT.WA,26761589,1.96199,Poland,,,,
1682,Hoftex Group AG,NBH.MU,25749823,4.72925,Germany,,,,
1683,Innovatec,INC.MI,25486080,0.264247,Italy,,,,
1685,Mauna Kea Technologies,ALMKT.PA,25420795,0.14306,France,,,,
1686,Artmarket.com,PRC.PA,25243987,3.79522,France,,,,
1688,SM Wirtschaftsberatungs AG,SMWN.DE,25174983,6.32537,Germany,,,,
1689,5th Planet Games,5PG.OL,24980218,0.0930783,Denmark,,,,
1690,U10 Corp,ALU10.PA,24621008,1.44242,France,,,,
1691,A.S. Création Tapeten,ACWN.DE,24441523,8.86734,Germany,,,,
1692,DF Deutsche Forfait AG,DFTK.DE,24033576,2.02175,Germany,,,,
1693,Muehlhan AG,M4N.HM,23997475,1.72618,Germany,,,,
1694,KPS AG,KSC.DE,23792817,0.578151,Germany,,,,
1695,STS Group,SF3.DE,23640341,3.66517,Germany,,,,
1696,Top Ships,TOPS,22714632,4.91,Greece,,,,
1697,Forever Entertainment,8FE.SG,22501256,0.744857,Poland,,,,
1698,Biosynex,ALBIO.PA,22228128,1.20596,France,,,,
1699,Sporting Clube de Braga,SCB.LS,21707260,18.0894,Portugal,,,,
1700,GenSight Biologics,SIGHT.PA,21634462,0.098132,France,,,,
1701,Netel Holding,NETEL.ST,20956439,0.431986,Sweden,,,,
1702,Ultimate Games,ULG.WA,20155977,3.85392,Poland,,,,
1703,Passat SA,PSAT.PA,19993730,5.08455,France,,,,
1704,Verimatrix,VMX.PA,19815387,0.227004,France,,,,
1706,Geratherm Medical,GME.DE,17852127,3.29865,Germany,,,,
1707,BigBen Interactive,BIG.PA,17829024,0.963585,France,,,,
1708,All in! Games,ALG.WA,17804553,0.235439,Poland,,,,
1709,Starbreeze,STAR-B.ST,17502665,0.0104919,Sweden,,,,
1710,VIA optronics AG,VIAO,17465854,0.2231,Germany,,,,
1711,Genenta Science,GNTA,17152358,0.732,Italy,,,,
1712,FORIS AG,FRS.DE,16861053,3.66517,Germany,,,,
1713,bet-at-home.com,ACX.DE,16677915,2.37645,Germany,,,,
1714,Games Operators,GOP.WA,16615847,3.02147,Poland,,,,
1715,MAG Interactive,MAGI.ST,16455392,0.621084,Sweden,,,,
1716,hGears AG,HGEA.DE,16353748,1.57248,Germany,,,,
1717,Iterum Therapeutics,ITRM,16094055,0.302,Ireland,,,,
1718,LL Lucky Games,LADYLU.ST,15832163,0.0552321,Sweden,,,,
1720,Cherry SE,C3RY.DE,15244127,0.657366,Germany,,,,
1722,Predilife,ALPRE.PA,14829034,3.7834,France,,,,
1723,Big Cheese Studio,BCS.WA,13907730,3.36342,Poland,,,,
1724,Thunderful Group,THUNDR.ST,13389719,0.0328287,Sweden,,,,
1725,Cliq Digital AG,CLIQ.DE,12415545,2.06668,Germany,,,,
1726,AHT Syngas Technology,3SQ1.DE,12162510,4.91842,Germany,,,,
1727,Oncodesign Precision Medicine,ALOPM.PA,12025608,0.652637,France,,,,
1730,Vivid Games,VVD.WA,10802686,0.194518,Poland,,,,
1731,Alligator Bioscience AB,ATORX.ST,10670777,0.0199634,Sweden,,,,
1732,CR Energy,CRZK.DE,9839813,0.418539,Germany,,,,
1733,Veganz Group,VEZ.DE,9656763,6.952,Germany,,,,
1734,Don't Nod Entertainment,ALDNE.PA,9220356,0.709388,France,,,,
1735,Mainz Biomed,MYNZ,8565458,0.9454,Germany,,,,
1736,Turbo Energy,TURB,7359449,0.668,Spain,,,,
1737,Witbe S.A.,ALWIT.PA,6656829,1.61977,France,,,,
1738,Fragbite Group,FRAG.ST,5535798,0.754173,Sweden,,,,
1739,Brüder Mannesmann AG,BMM.F,5054386,1.1232,Germany,,,,
1740,Réalités,ALREA.PA,5051009,1.06408,France,,,,
1741,ManyDev Studio,MAN.WA,4937945,0.172655,Poland,,,,
1742,Groupe Airwell,ALAIR.PA,4675949,0.813431,France,,,,
1743,Aquaporin,AQP.CO,4140268,0.0906825,Denmark,,,,
1744,Haffner Energy,ALHAF.PA,3944805,0.0450461,France,,,,
1745,PunkPirates,PUN.WA,3942991,0.13,Poland,,,,
1746,Nitro Games,NITRO.ST,3941900,0.158154,Finland,,,,
1747,Moolec Science,MLEC,3913776,5.39,Luxembourg,,,,
1748,Mynaric,M0YN.DE,3874750,0.613256,Germany,,,,
1749,Groupe OKwind,ALOKW.PA,3830782,0.461693,France,,,,
1750,Affimed,AFMD,2975202,0.1815,Germany,,,,
1751,Qiiwi Games,QIIWI.ST,1954226,0.211279,Sweden,,,,
1752,Maximum Entertainment,8R7.F,1131582,0.00520218,Sweden,,,,
1753,T-Bull,TBL.WA,1122949,0.945,Poland,,,,
1754,Sozap,SOZAP.ST,602380,0.0270876,Sweden,,,,
1755,Compleo Charging Solutions,C0M.F,479525,0.094585,Germany,,,,
1756,Global Bioenergies,ALGBE.PA,396471,0.0218702,France,,,,
1757,Esports Entertainment,GMBL,257845,0.225,Malta,,,,
1758,Qiwi,QIWI.ME,0,2.56,Cyprus,,,,
1759,The Payments Group Holding,PGH.DE,0,0,Germany,,,,
1760,X5 Retail Group,FIVE.ME,0,32.42,Netherlands,,,,
